text,label
"IRS Tax Refund: You are eligible for $21,554 refund. Download form to claim.",1
Your Apple payment failed. Update your billing information within 47 hours.,1
"Congratulations! You've won $49,467 in our International Mega Lottery lottery. Claim now before it expires!",1
System maintenance is planned for December 6 from 10:00.,0
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
Thank you for your purchase. Your receipt is attached for order #ORD-1512.,0
Your order #ORD-1831 has been shipped and will arrive within 5 business days.,0
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Project Project K deadline has been extended to December 24.,0
FINAL NOTICE: Your Netflix account will be deleted in 23 hours unless you act now.,1
New company policy regarding Remote Work has been updated.,0
"WINNER ALERT: You've been selected for $49,482 prize. Claim within 19 hours!",1
You have 2 unread secure messages. Login to view them immediately.,1
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
You have 7 unread secure messages. Login to view them immediately.,1
"IRS Tax Refund: You are eligible for $17,995 refund. Download form to claim.",1
New company policy regarding Security has been updated.,0
Your Bank payment failed. Update your billing information within 14 hours.,1
Your Apple payment failed. Update your billing information within 37 hours.,1
Meeting scheduled for December 27 at 13:00 in Conference Room W. Please bring your reports.,0
"IRS Tax Refund: You are eligible for $29,205 refund. Download form to claim.",1
Weekly team standup meeting is scheduled for Thursday at 13:00.,0
System maintenance is planned for December 6 from 9:00.,0
Project Project Y deadline has been extended to December 21.,0
Training session on Remote Work is scheduled for December 13.,0
URGENT: Your PayPal account will be suspended in 38 hours. Click here to verify immediately!,1
Meeting scheduled for December 1 at 15:00 in Conference Room Q. Please bring your reports.,0
URGENT: Your PayPal account will be suspended in 11 hours. Click here to verify immediately!,1
Your subscription expires today. Renew now to avoid service interruption.,1
Project Project C deadline has been extended to December 21.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your Amazon payment failed. Update your billing information within 26 hours.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Meeting scheduled for December 13 at 12:00 in Conference Room G. Please bring your reports.,0
Your order #ORD-2911 has been shipped and will arrive within 2 business days.,0
Thank you for your purchase. Your receipt is attached for order #ORD-2622.,0
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Training session on Security is scheduled for December 8.,0
System maintenance is planned for December 9 from 16:00.,0
Your Microsoft account has been limited due to suspicious activity. Verify your identity now.,1
Your subscription expires today. Renew now to avoid service interruption.,1
Meeting scheduled for December 10 at 13:00 in Conference Room E. Please bring your reports.,0
Quarterly performance review meetings will be scheduled next month.,0
"WINNER ALERT: You've been selected for $47,212 prize. Claim within 39 hours!",1
"WINNER ALERT: You've been selected for $2,037 prize. Claim within 13 hours!",1
URGENT: Your PayPal account will be suspended in 21 hours. Click here to verify immediately!,1
Meeting scheduled for December 5 at 10:00 in Conference Room Q. Please bring your reports.,0
Holiday schedule for February has been announced.,0
Meeting scheduled for December 20 at 10:00 in Conference Room M. Please bring your reports.,0
Holiday schedule for March has been announced.,0
You have 8 unread secure messages. Login to view them immediately.,1
"IRS Tax Refund: You are eligible for $10,116 refund. Download form to claim.",1
Your order #ORD-2061 has been shipped and will arrive within 5 business days.,0
Weekly team standup meeting is scheduled for Thursday at 12:00.,0
"Congratulations! You've won $39,125 in our International Mega Lottery lottery. Claim now before it expires!",1
You have 4 unread secure messages. Login to view them immediately.,1
Project Project C deadline has been extended to December 20.,0
URGENT: Your Netflix account will be suspended in 10 hours. Click here to verify immediately!,1
Quarterly performance review meetings will be scheduled next month.,0
Your order #ORD-2391 has been shipped and will arrive within 6 business days.,0
Holiday schedule for January has been announced.,0
Your Facebook payment failed. Update your billing information within 14 hours.,1
You have 1 unread secure messages. Login to view them immediately.,1
Your Facebook payment failed. Update your billing information within 47 hours.,1
System maintenance is planned for December 19 from 9:00.,0
Your subscription expires today. Renew now to avoid service interruption.,1
Your Netflix account has been limited due to suspicious activity. Verify your identity now.,1
"IRS Tax Refund: You are eligible for $33,128 refund. Download form to claim.",1
"IRS Tax Refund: You are eligible for $40,196 refund. Download form to claim.",1
URGENT: Your Microsoft account will be suspended in 42 hours. Click here to verify immediately!,1
URGENT: Your Microsoft account will be suspended in 11 hours. Click here to verify immediately!,1
You have 2 unread secure messages. Login to view them immediately.,1
System maintenance is planned for December 10 from 12:00.,0
Weekly team standup meeting is scheduled for Thursday at 15:00.,0
New company policy regarding Remote Work has been updated.,0
New company policy regarding Remote Work has been updated.,0
Project Project S deadline has been extended to December 24.,0
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Holiday schedule for January has been announced.,0
Your Facebook payment failed. Update your billing information within 16 hours.,1
New company policy regarding Security has been updated.,0
FINAL NOTICE: Your Microsoft account will be deleted in 15 hours unless you act now.,1
Quarterly performance review meetings will be scheduled next month.,0
FINAL NOTICE: Your PayPal account will be deleted in 32 hours unless you act now.,1
Meeting scheduled for December 11 at 15:00 in Conference Room Y. Please bring your reports.,0
Weekly team standup meeting is scheduled for Thursday at 11:00.,0
Project Project W deadline has been extended to December 22.,0
Quarterly performance review meetings will be scheduled next month.,0
Project Project U deadline has been extended to December 3.,0
Meeting scheduled for December 6 at 10:00 in Conference Room G. Please bring your reports.,0
Holiday schedule for January has been announced.,0
SECURITY ALERT: Suspicious login detected on your Bank account from Unknown Location.,1
Quarterly performance review meetings will be scheduled next month.,0
Holiday schedule for January has been announced.,0
"Congratulations! You've won $14,536 in our International Mega Lottery lottery. Claim now before it expires!",1
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
Project Project S deadline has been extended to December 7.,0
"Congratulations! You've won $39,232 in our International Mega Lottery lottery. Claim now before it expires!",1
Your PayPal account has been limited due to suspicious activity. Verify your identity now.,1
SECURITY ALERT: Suspicious login detected on your Amazon account from China.,1
"IRS Tax Refund: You are eligible for $33,374 refund. Download form to claim.",1
